Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
RecipeDef&KokuInstallBionicIncendiaryArm.description	Installs bionic incendiary arm.	Installiert einen bionischen Brandarm.	バイオニック焼夷アームを設置します。	Instaluje bioniczne ramię zapalające.	Instala brazo incendiario biónico.	Installe un bras incendiaire bionique.	安装仿生燃烧臂。	Installa braccio incendiario bionico.	생체 공학 방화 팔을 설치합니다.	Instala braço incendiário biônico.	Устанавливает бионическую зажигательную руку.	Встановлює біонічну запалювальну зброю.	Instal·la un braç incendiari biònic.	安装仿生燃烧臂。	Instaluje bionické zápalné rameno.	Installerer bionisk brandarm.	Installeert bionische brandgevaarlijke arm.	Paigaldab bioonilise süüteõla.	Asenna bionisen sytytysvarren.	Εγκαθιστά βιονικό εμπρηστικό βραχίονα.	Telepíti a bionikus gyújtókart.	Installerer bionisk brannarm.	Instala braço incendiário biônico.	Instalează braț incendiar bionic.	Inštaluje bionické zápalné rameno.	Instala brazo incendiario biónico.	Installerar bionisk brandarm.	Biyonik yangın çıkarıcı kolu takar.
RecipeDef&KokuInstallBionicIncendiaryArm.jobString	Installing bionic incendiary arm.	Installation eines bionischen Brandarms.	バイオニック焼夷アームの設置。	Instalowanie bionicznego ramienia zapalającego.	Instalación de brazo incendiario biónico.	Installation d'un bras incendiaire bionique.	安装仿生燃烧臂。	Installazione del braccio incendiario bionico.	생체 공학 소이 팔을 설치합니다.	Instalando braço incendiário biônico.	Установка бионической зажигательной руки.	Встановлення біонічної запальної зброї.	Instal·lació del braç incendiari biònic.	安装仿生燃烧臂。	Instalace bionického zápalného ramene.	Installation af bionisk brandarm.	Bionische brandgevaarlijke arm installeren.	Bioonilise süüteõla paigaldamine.	Bionicin sytytysvarren asennus.	Εγκατάσταση βιονικού εμπρηστικού βραχίονα.	Bionikus gyújtókar beszerelése.	Installerer bionisk brannarm.	Instalando braço incendiário biônico.	Instalarea brațului incendiar bionic.	Inštalácia bionického zápalného ramena.	Instalación de brazo incendiario biónico.	Installerar bionisk brandarm.	Biyonik yangın çıkarıcı kolun takılması.
RecipeDef&KokuInstallBionicSmokeArm.label	install bionic smoke arm	Installieren Sie einen bionischen Raucharm	バイオニックスモークアームを取り付ける	zainstaluj bioniczne ramię dymne	instalar brazo de humo biónico	installer un bras anti-fumée bionique	安装仿生烟臂	installare il braccio fumogeno bionico	바이오닉 스모크 암 설치	instalar braço de fumaça biônico	установить бионическую дымовую руку	встановити біонічну димову руку	instal·lar el braç de fum biònic	安装仿生烟臂	nainstalujte rameno bionického kouře	installer bionisk røgarm	installeer bionische rookarm	paigalda biooniline suitsuvars	asenna bioninen savuvarsi	εγκαταστήστε βιονικό βραχίονα καπνού	telepítse a bionikus füstkart	installer bionisk røykarm	instalar braço de fumaça biônico	instalați brațul de fum bionic	nainštalujte rameno bionického dymu	instalar brazo de humo biónico	installera bionisk rökarm	biyonik duman kolunu takın
RecipeDef&KokuInstallBionicSmokeArm.description	Installs bionic smoke arm.	Installiert einen bionischen Raucharm.	バイオニックスモークアームを取り付けます。	Instaluje bioniczne ramię dymne.	Instala un brazo de humo biónico.	Installe un bras fumigène bionique.	安装仿生烟臂。	Installa il braccio fumogeno bionico.	생체공학 연기 팔을 설치합니다.	Instala braço de fumaça biônico.	Устанавливает бионическую дымовую руку.	Встановлює біонічну димову руку.	Instal·la el braç de fum biònic.	安装仿生烟臂。	Instaluje rameno bionického kouře.	Installerer bionisk røgarm.	Installeert bionische rookarm.	Paigaldab bioonilise suitsuhoova.	Asenna bionisen savuvarren.	Εγκαθιστά βιονικό βραχίονα καπνού.	Telepíti a bionikus füstkart.	Installerer bionisk røykarm.	Instala braço de fumaça biônico.	Instalează brațul de fum bionic.	Inštaluje rameno bionického dymu.	Instala un brazo de humo biónico.	Installerar bionisk rökarm.	Biyonik duman kolunu kurar.
RecipeDef&KokuInstallBionicSmokeArm.jobString	Installing bionic smoke arm.	Installation eines bionischen Raucharms.	バイオニックスモークアームの取り付け。	Instalowanie bionicznego ramienia dymnego.	Instalación de brazo de humo biónico.	Installation d'un bras fumigène bionique.	安装仿生烟臂。	Installazione del braccio fumogeno bionico.	생체공학 연기 팔을 설치합니다.	Instalando braço de fumaça biônico.	Установка бионической дымовой руки.	Встановлення біонічної димової руки.	Instal·lació del braç de fum biònic.	安装仿生烟臂。	Instalace ramena pro bionický kouř.	Installation af bionisk røgarm.	Bionische rookarm installeren.	Bioonilise suitsuvarre paigaldamine.	Bionic-savuvarren asennus.	Εγκατάσταση βιονικού βραχίονα καπνού.	Bionikus füstkar felszerelése.	Montering av bionisk røykarm.	Instalando braço de fumaça biônico.	Instalarea brațului de fum bionic.	Inštalácia ramena bionického dymu.	Instalación de brazo de humo biónico.	Installation av bionisk rökarm.	Biyonik duman kolunun takılması.
RecipeDef&KokuInstallBionicFireBreathJaw.label	install bionic fire breath jaw	Installieren Sie den bionischen Feueratem-Kiefer	バイオニックファイアブレスジョーを取り付けます	zainstaluj bioniczną szczękę z ognistym oddechem	instalar mandíbula biónica de aliento de fuego	installer une mâchoire de souffle de feu bionique	安装仿生喷火颚	installare la mascella bionica del soffio di fuoco	생체 공학 화재 호흡 턱 설치	instalar mandíbula de sopro de fogo biônico	установить челюсть бионического огненного дыхания	встановити біонічну щелепу дихання вогню	instal·leu la mandíbula d'alè de foc biònic	安装仿生喷火颚	nainstalujte bionické ohnivé dechové čelisti	installer bionisk ildåndekæbe	installeer bionische vuurademkaak	paigaldage biooniline tulehingamislõug	asenna bionic fire hengitysleuka	εγκαταστήστε βιονική σιαγόνα αναπνοής φωτιάς	telepítse a bionikus tűzlégzéspofát	installer bionisk brannpustekjeve	instalar mandíbula de sopro de fogo biônico	instalați maxilarul bionic de respirație de foc	nainštalujte čeľusť bionického ohňa	instalar mandíbula biónica de aliento de fuego	installera bionisk brand andedräkt käke	biyonik ateş nefesi çenesini takın
RecipeDef&KokuInstallBionicFireBreathJaw.description	Installs bionic fire breath jaw.	Installiert einen bionischen Feueratem-Kiefer.	バイオニックファイアブレスジョーを取り付けます。	Instaluje bioniczną szczękę z ognistym oddechem.	Instala mandíbula biónica de aliento de fuego.	Installe une mâchoire de souffle de feu bionique.	安装仿生火息颌。	Installa la mascella bionica del soffio di fuoco.	바이오닉 파이어 브레스 턱을 설치합니다.	Instala mandíbula de sopro de fogo biônico.	Устанавливает челюсть бионического огненного дыхания.	Встановлює біонічну щелепу дихання вогню.	Instal·la la mandíbula d'alè de foc biònic.	安装仿生火息颌。	Instaluje dechovou čelist bionického ohně.	Installerer bionisk ildåndekæbe.	Installeert bionische vuurademkaak.	Paigaldab bioonilise tule hingelõua.	Asenna bionisen tulihengitysleuan.	Εγκαθιστά βιονική σιαγόνα αναπνοής φωτιάς.	Telepíti a bionikus tűzlégzéspofát.	Installerer bionisk brannpustekjeve.	Instala mandíbula de sopro de fogo biônico.	Instalează maxilarul de respirație de foc bionic.	Inštaluje čeľusť bionického ohňa.	Instala mandíbula biónica de aliento de fuego.	Installerar bionisk eldandningskäke.	Biyonik yangın nefesi çenesini takar.
RecipeDef&KokuInstallBionicFireBreathJaw.jobString	Installing bionic fire breath jaw.	Einbau eines bionischen Feueratem-Kiefers.	バイオニックファイアブレスジョーを取り付けます。	Instalowanie bionicznej szczęki z ognistym oddechem.	Instalación de mandíbula biónica de aliento de fuego.	Installation d'une mâchoire de souffle de feu bionique.	安装仿生火息颚。	Installazione della mascella bionica del soffio di fuoco.	생체 공학 화재 호흡 턱 설치.	Instalando mandíbula de sopro de fogo biônico.	Установка челюсти бионического огненного дыхания.	Встановлення щелепи біонічного вогняного дихання.	Instal·lació de la mandíbula d'alè de foc biònic.	安装仿生火息颚。	Instalace dechové čelisti bionického ohně.	Installation af bionisk ildåndekæbe.	Bionische vuurademkaak installeren.	Bioonilise tulehingamislõua paigaldamine.	Bionic fire hengitysleuan asennus.	Εγκατάσταση βιονικής σιαγόνας αναπνοής φωτιάς.	Bionikus tűzlégzés beszerelése.	Installere bionisk brannpustekjeve.	Instalando mandíbula de sopro de fogo biônico.	Instalarea maxilarului bionic de respirație de foc.	Inštalácia čeľuste na dýchanie bionického ohňa.	Instalación de mandíbula biónica de aliento de fuego.	Installation av bionisk eldandningskäft.	Biyonik yangın nefesi çenesinin takılması.
RecipeDef&KokuInstallAdvancedBionicClaw.label	install advanced bionic claw	Installieren Sie eine fortschrittliche bionische Klaue	高度なバイオニッククローをインストールする	zainstaluj zaawansowany bioniczny pazur	instalar garra biónica avanzada	installer une griffe bionique avancée	安装先进的仿生爪	installa l'artiglio bionico avanzato	고급 생체공학 발톱 설치	instalar garra biônica avançada	установить усовершенствованный бионический коготь	встановити вдосконалений біонічний кіготь	instal·leu una arpa biònica avançada	安装先进的仿生爪	nainstalujte pokročilý bionický dráp	installer avanceret bionisk klo	installeer geavanceerde bionische klauw	paigaldage täiustatud biooniline küünis	asenna edistynyt bionic claw	εγκαταστήστε προηγμένο βιονικό νύχι	telepítse a fejlett bionikus karomat	installer avansert bionisk klo	instalar garra biônica avançada	instalați gheara bionică avansată	nainštalujte pokročilé bionické pazúry	instalar garra biónica avanzada	installera avancerad bionisk klo	gelişmiş biyonik pençeyi yükleyin
RecipeDef&KokuInstallAdvancedBionicClaw.description	Installs advanced bionic claw.	Installiert eine fortschrittliche bionische Klaue.	先進のバイオニッククローを搭載。	Instaluje zaawansowany bioniczny pazur.	Instala garra biónica avanzada.	Installe une griffe bionique avancée.	安装先进的仿生爪。	Installa artiglio bionico avanzato.	고급 생체공학 발톱을 설치합니다.	Instala garra biônica avançada.	Устанавливает усовершенствованный бионический коготь.	Встановлює вдосконалений біонічний кіготь.	Instal·la una arpa biònica avançada.	安装先进的仿生爪。	Instaluje pokročilý bionický dráp.	Installerer avanceret bionisk klo.	Installeert geavanceerde bionische klauw.	Paigaldab täiustatud bioonilise küünise.	Asentaa edistyneen bionisen kynnen.	Εγκαθιστά προηγμένο βιονικό νύχι.	Fejlett bionikus karmot telepít.	Installerer avansert bionisk klo.	Instala garra biônica avançada.	Instalează gheara bionică avansată.	Inštaluje pokročilé bionické pazúry.	Instala garra biónica avanzada.	Installerar avancerad bionisk klo.	Gelişmiş biyonik pençeyi kurar.
RecipeDef&KokuInstallAdvancedBionicClaw.jobString	Installing advanced bionic claw.	Installation einer fortschrittlichen bionischen Klaue.	先進のバイオニッククローを搭載。	Instalowanie zaawansowanego bionicznego pazura.	Instalación de garra biónica avanzada.	Installation d'une griffe bionique avancée.	安装先进的仿生爪。	Installazione dell'artiglio bionico avanzato.	고급 생체공학 발톱을 설치합니다.	Instalando garra biônica avançada.	Установка усовершенствованного бионического когтя.	Встановлення передового біонічного кігтя.	Instal·lació d'una arpa biònica avançada.	安装先进的仿生爪。	Instalace pokročilého bionického drápu.	Installation af avanceret bionisk klo.	Geavanceerde bionische klauw installeren.	Täiustatud bioonilise küünise paigaldamine.	Edistyneen bionisen kynnen asennus.	Εγκατάσταση προηγμένου βιονικού νυχιού.	Fejlett bionikus karom telepítése.	Installerer avansert bionisk klo.	Instalando garra biônica avançada.	Instalarea ghearei bionice avansate.	Inštalácia pokročilého bionického pazúra.	Instalación de garra biónica avanzada.	Installation av avancerad bionisk klo.	Gelişmiş biyonik pençenin takılması.
