Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
RecipeDef&KokuInstallV3MinerSkullImplant.label	install V3 miner skull implant	Installieren Sie das V3-Miner-Schädelimplantat	V3 マイナー頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki górnika V3	instalar el implante de cráneo minero V3	installer l'implant de crâne de mineur V3	安装 V3 矿工头骨植入物	installare l'impianto del cranio del minatore V3	V3 광부 두개골 임플란트 설치	instalar implante de crânio de mineiro V3	установить имплант черепа шахтера V3	встановити імплантат черепа майнера V3	instal·lar un implant de crani miner V3	安装 V3 矿工头骨植入物	nainstalujte implantát horní lebky V3	installer V3 minearbejder kranieimplantat	installeer het V3 mijnwerkersschedelimplantaat	paigaldage V3 miner koljuimplantaat	asenna V3 Miner kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου ανθρακωρύχου V3	telepítse a V3 miner koponya implantátumot	installer V3 miner hodeskalleimplantat	instalar implante de crânio de mineiro V3	instalați implantul cranian miner V3	nainštalujte implantát lebky baníka V3	instalar el implante de cráneo minero V3	installera V3 miner skalleimplantat	V3 madenci kafatası implantını takın
RecipeDef&KokuInstallV3MinerSkullImplant.description	Installs V3 miner skull implant.	Installiert das V3-Minenarbeiter-Schädelimplantat.	V3 マイナーの頭蓋骨インプラントを取り付けます。	Instaluje implant czaszki górnika V3.	Instala el implante de cráneo minero V3.	Installe l'implant crânien de mineur V3.	安装 V3 矿工头骨植入物。	Installa l'impianto del cranio del minatore V3.	V3 광부 두개골 임플란트를 설치합니다.	Instala o implante de crânio de mineiro V3.	Устанавливает имплант черепа шахтера V3.	Встановлює імплантат черепа майнера V3.	Instal·la un implant de crani miner V3.	安装 V3 矿工头骨植入物。	Instaluje implantát lebky horníka V3.	Installerer V3 minearbejder kranieimplantat.	Installeert V3 mijnwerkersschedelimplantaat.	Paigaldab V3 kaevandaja koljuimplantaadi.	Asenna V3 Miner -kallo-implantti.	Εγκαθιστά το εμφύτευμα κρανίου ανθρακωρύχου V3.	V3 miner koponyaimplantátumot telepít.	Installerer V3 miner hodeskalleimplantat.	Instala o implante de crânio de mineiro V3.	Instalează implantul cranian miner V3.	Inštaluje implantát lebky baníka V3.	Instala el implante de cráneo minero V3.	Installerar V3 miner skalleimplantat.	V3 madenci kafatası implantını takar.
RecipeDef&KokuInstallV1FarmerSkullImplant.label	install V1 farmer skull implant	Installieren Sie das V1-Farmer-Schädelimplantat	V1 ファーマー頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki rolnika V1	instalar el implante de cráneo de granjero V1	installer l'implant de crâne d'agriculteur V1	安装 V1 农民头骨植入物	installare l'impianto del cranio del contadino V1	V1 농부 두개골 임플란트 설치	instalar implante de crânio de fazendeiro V1	установить имплант черепа фермера V1	встановити імплантат черепа фермера V1	instal·lar un implant de crani granger V1	安装 V1 农民头骨植入物	nainstalujte implantát farmářské lebky V1	installer V1 farmer kranieimplantat	installeer het V1-boerenschedelimplantaat	paigaldage V1 farmeri koljuimplantaat	asenna V1 viljelijän kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου αγρότη V1	telepítse a V1 farmer koponya implantátumot	installer V1 farmer hodeskalleimplantat	instalar implante de crânio de fazendeiro V1	instalați implantul cranian fermier V1	nainštalujte implantát lebky farmára V1	instalar el implante de cráneo de granjero V1	installera V1 farmer skallimplantat	V1 çiftçi kafatası implantını takın
RecipeDef&KokuInstallV1FarmerSkullImplant.description	Installs V1 farmer skull implant.	Installiert V1-Farmer-Schädelimplantat.	V1 ファーマー スカル インプラントを取り付けます。	Instaluje implant czaszki rolnika V1.	Instala el implante de cráneo de granjero V1.	Installe l'implant crânien d'agriculteur V1.	安装 V1 农民头骨植入物。	Installa l'impianto del cranio del contadino V1.	V1 농부 두개골 임플란트를 설치합니다.	Instala o implante de crânio de fazendeiro V1.	Устанавливает имплант черепа фермера V1.	Встановлює імплантат черепа фермера V1.	Instal·la un implant de crani granger V1.	安装 V1 农民头骨植入物。	Instaluje implantát farmářské lebky V1.	Installerer V1 farmer kranieimplantat.	Installeert V1-boerenschedelimplantaat.	Paigaldab V1 farmeri koljuimplantaadi.	Asenna V1 viljelijän kalloimplantti.	Εγκαθιστά το εμφύτευμα κρανίου αγρότη V1.	V1 farmer koponya implantátumot telepít.	Installerer V1 farmer hodeskalleimplantat.	Instala o implante de crânio de fazendeiro V1.	Instalează implantul cranian fermier V1.	Inštaluje implantát farmárskej lebky V1.	Instala el implante de cráneo de granjero V1.	Installerar V1 farmer skalleimplantat.	V1 çiftçi kafatası implantını yükler.
RecipeDef&KokuInstallV2FarmerSkullImplant.label	install V2 farmer skull implant	Installieren Sie das V2-Farmer-Schädelimplantat	V2 ファーマー頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki rolnika V2	instalar el implante de cráneo de granjero V2	installer l'implant de crâne d'agriculteur V2	安装 V2 农民头骨植入物	installare l'impianto del cranio del contadino V2	V2 파머 두개골 임플란트 설치	instalar implante de crânio de fazendeiro V2	установить имплант черепа фермера V2	встановити імплантат черепа фермера V2	instal·lar un implant de crani granger V2	安装 V2 农民头骨植入物	nainstalujte implantát farmářské lebky V2	installer V2 farmer kranieimplantat	installeer het V2-boerenschedelimplantaat	paigaldage V2 farmeri koljuimplant	asenna V2 viljelijän kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου αγρότη V2	telepítse a V2 farmer koponya implantátumot	installer V2 farmer hodeskalleimplantat	instalar implante de crânio de fazendeiro V2	instalați implantul cranian fermier V2	nainštalujte implantát lebky farmára V2	instalar el implante de cráneo de granjero V2	installera V2 farmer skull implantat	V2 çiftçi kafatası implantını yükleyin
RecipeDef&KokuInstallV2FarmerSkullImplant.description	Installs V2 farmer skull implant.	Installiert das V2-Farmer-Schädelimplantat.	V2 ファーマー スカル インプラントを取り付けます。	Instaluje implant czaszki rolnika V2.	Instala el implante de cráneo de granjero V2.	Installe l'implant crânien d'agriculteur V2.	安装 V2 农民头骨植入物。	Installa l'impianto del cranio del contadino V2.	V2 농부 두개골 임플란트를 설치합니다.	Instala o implante de crânio de fazendeiro V2.	Устанавливает имплант черепа фермера V2.	Встановлює імплантат черепа фермера V2.	Instal·la un implant de crani granger V2.	安装 V2 农民头骨植入物。	Instaluje implantát farmářské lebky V2.	Installerer V2 farmer kranieimplantat.	Installeert V2-boerenschedelimplantaat.	Paigaldab V2 farmeri koljuimplantaadi.	Asenna V2 viljelijän kalloimplantti.	Εγκαθιστά το εμφύτευμα κρανίου αγρότη V2.	Telepíti a V2 farmer koponya implantátumot.	Installerer V2 farmer hodeskalleimplantat.	Instala o implante de crânio de fazendeiro V2.	Instalează implantul cranian fermier V2.	Inštaluje implantát farmárskej lebky V2.	Instala el implante de cráneo de granjero V2.	Installerar V2 farmer skalleimplantat.	V2 çiftçi kafatası implantını yükler.
RecipeDef&KokuInstallV3FarmerSkullImplant.label	install V3 farmer skull implant	Installieren Sie das V3-Farmer-Schädelimplantat	V3ファーマー頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki rolnika V3	instalar el implante de cráneo de granjero V3	installer l'implant de crâne d'agriculteur V3	安装 V3 农民头骨植入物	installare l'impianto del cranio del contadino V3	V3 파머 두개골 임플란트 설치	instalar implante de crânio de fazendeiro V3	установить имплант черепа фермера V3	встановити імплантат черепа фермера V3	instal·lar un implant de crani granger V3	安装 V3 农民头骨植入物	nainstalujte implantát farmářské lebky V3	installer V3 farmer kranieimplantat	installeer het V3-boerenschedelimplantaat	paigaldage V3 farmeri koljuimplant	asenna V3 viljelijän kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου αγρότη V3	telepítse a V3 farmer koponya implantátumot	installer V3 farmer hodeskalleimplantat	instalar implante de crânio de fazendeiro V3	instalați implantul cranian fermier V3	nainštalujte implantát lebky farmára V3	instalar el implante de cráneo de granjero V3	installera V3 farmer skull implantat	V3 çiftçi kafatası implantını yükleyin
RecipeDef&KokuInstallV3FarmerSkullImplant.description	Installs V3 farmer skull implant.	Installiert das V3-Farmer-Schädelimplantat.	V3 ファーマー スカル インプラントを取り付けます。	Instaluje implant czaszki rolnika V3.	Instala el implante de cráneo de granjero V3.	Installe l'implant de crâne d'agriculteur V3.	安装 V3 农民头骨植入物。	Installa l'impianto del cranio del contadino V3.	V3 농부 두개골 임플란트를 설치합니다.	Instala o implante de crânio de fazendeiro V3.	Устанавливает имплант черепа фермера V3.	Встановлює імплантат черепа фермера V3.	Instal·la un implant de crani granger V3.	安装 V3 农民头骨植入物。	Instaluje implantát farmářské lebky V3.	Installerer V3 farmer kranieimplantat.	Installeert V3-boerenschedelimplantaat.	Paigaldab V3 farmeri koljuimplantaadi.	Asenna V3 viljelijän kalloimplantti.	Εγκαθιστά το εμφύτευμα κρανίου αγρότη V3.	Telepíti a V3 farmer koponya implantátumot.	Installerer V3 farmer hodeskalleimplantat.	Instala o implante de crânio de fazendeiro V3.	Instalează implantul cranian fermier V3.	Inštaluje implantát farmárskej lebky V3.	Instala el implante de cráneo de granjero V3.	Installerar V3 farmer skalleimplantat.	V3 çiftçi kafatası implantını yükler.
RecipeDef&KokuInstallV1RancherSkullImplant.label	install V1 rancher skull implant	Installieren Sie das V1-Rancher-Schädelimplantat	V1 ランチャー頭蓋骨インプラントを取り付けます	zainstaluj implant czaszki farmera V1	instalar el implante de cráneo ranchero V1	installer l'implant crânien de rancher V1	安装 V1 牧场主头骨植入物	installare l'impianto del cranio del rancher V1	V1 랜처 두개골 임플란트 설치	instalar implante de crânio de fazendeiro V1	установить имплант черепа ранчера V1	встановити імплантат черепа ранчера V1	instal·lar un implant de crani rancher V1	安装 V1 牧场主头骨植入物	nainstalujte implantát lebky rančera V1	installer V1 rancher kranieimplantat	installeer een V1 rancher-schedelimplantaat	paigaldage V1 rantcheri koljuimplantaat	asenna V1 rancher -kalloimplantti	εγκαταστήστε το εμφύτευμα κρανίου V1 rancher	telepítse a V1 rancher koponya implantátumot	installer V1 rancher hodeskalleimplantat	instalar implante de crânio de fazendeiro V1	instalați implantul cranian rancher V1	nainštalujte implantát lebky rančera V1	instalar el implante de cráneo ranchero V1	installera V1 rancher skull implantat	V1 çiftçi kafatası implantını takın
RecipeDef&KokuInstallV1RancherSkullImplant.description	Installs V1 rancher skull implant.	Installiert ein V1-Rancher-Schädelimplantat.	V1 ランチャー スカル インプラントを取り付けます。	Instaluje implant czaszki farmera V1.	Instala el implante de cráneo ranchero V1.	Installe l'implant crânien de rancher V1.	安装 V1 牧场主头骨植入物。	Installa l'impianto del cranio del rancher V1.	V1 랜처 두개골 임플란트를 설치합니다.	Instala o implante de crânio de fazendeiro V1.	Устанавливает имплант черепа владельца ранчо V1.	Встановлює імплантат черепа ранчера V1.	Instal·la un implant de crani rancher V1.	安装 V1 牧场主头骨植入物。	Instaluje implantát lebky rančera V1.	Installerer V1 rancher kranieimplantat.	Installeert V1 rancher-schedelimplantaat.	Paigaldab V1 ranteri koljuimplantaadi.	Asenna V1 rancher -kallo-implantti.	Εγκαθιστά το εμφύτευμα κρανίου V1 rancher.	V1 rancher koponyaimplantátumot telepít.	Installerer V1 rancher hodeskalleimplantat.	Instala o implante de crânio de fazendeiro V1.	Instalează implantul cranian rancher V1.	Inštaluje implantát lebky rančera V1.	Instala el implante de cráneo ranchero V1.	Installerar V1 rancher skalleimplantat.	V1 çiftçi kafatası implantını yükler.
